Date,Price,Open,High,Low,Vol.,Change %
2022-10-04,403.5,399.0,406.5,398.0,220.0,0.0075
2022-10-05,402.5,403.5,404.25,396.0,140.0,-0.0025
2022-10-06,397.0,399.0,405.0,391.5,210.0,-0.0137
2022-10-07,379.0,399.75,400.0,377.25,340.0,-0.0453
2022-10-10,384.75,381.5,394.75,381.25,300.0,0.0152
2022-10-11,392.25,386.0,398.75,385.25,200.0,0.0195
2022-10-12,402.5,393.75,404.5,393.75,380.0,0.0261
2022-10-13,407.5,401.0,410.0,399.5,480.0,0.0124
2022-10-14,397.75,407.5,408.75,392.0,350.0,-0.0239
2022-10-17,389.0,399.75,402.5,386.25,220.0,-0.022
2022-10-18,387.25,390.0,393.25,382.75,350.0,-0.0045
2022-10-19,374.75,387.5,392.5,373.0,530.0,-0.0323
2022-10-20,375.5,374.0,385.25,373.25,340.0,0.002
